family_id	unit_id	node	method	probability	conditional_scenario	state_indices
Example_gene	split	root	all_global_parsimony_optima		1	[3]
Example_gene	split	AB	all_global_parsimony_optima		1	[3]
Example_gene	split	A	all_global_parsimony_optima		1	[3]
Example_gene	split	B	all_global_parsimony_optima		1	[3]
Example_gene	split	CD	all_global_parsimony_optima		1	[3]
Example_gene	split	C	all_global_parsimony_optima		1	[3]
Example_gene	split	D	all_global_parsimony_optima		1	[2]
Example_gene	split	root	fixed_parameter_ctmc	0.00034571066531934627	1	[0]
Example_gene	split	root	fixed_parameter_ctmc	0.0008757775273576635	1	[1]
Example_gene	split	root	fixed_parameter_ctmc	0.3101493021960993	1	[2]
Example_gene	split	root	fixed_parameter_ctmc	0.6877534320838659	1	[3]
Example_gene	split	root	fixed_parameter_ctmc	0.0008757775273576635	1	[4]
Example_gene	split	AB	fixed_parameter_ctmc	2.132166875648384e-05	1	[0]
Example_gene	split	AB	fixed_parameter_ctmc	5.39699858641162e-05	1	[1]
Example_gene	split	AB	fixed_parameter_ctmc	0.10597392197454193	1	[2]
Example_gene	split	AB	fixed_parameter_ctmc	0.8938968163849735	1	[3]
Example_gene	split	AB	fixed_parameter_ctmc	5.39699858641162e-05	1	[4]
Example_gene	split	A	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	split	A	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	split	A	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	split	A	fixed_parameter_ctmc	1.0	1	[3]
Example_gene	split	A	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	split	B	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	split	B	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	split	B	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	split	B	fixed_parameter_ctmc	1.0	1	[3]
Example_gene	split	B	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	split	CD	fixed_parameter_ctmc	8.959935744340346e-06	1	[0]
Example_gene	split	CD	fixed_parameter_ctmc	8.688699567472635e-05	1	[1]
Example_gene	split	CD	fixed_parameter_ctmc	0.4114989564937803	1	[2]
Example_gene	split	CD	fixed_parameter_ctmc	0.5883183095791253	1	[3]
Example_gene	split	CD	fixed_parameter_ctmc	8.688699567472635e-05	1	[4]
Example_gene	split	C	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	split	C	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	split	C	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	split	C	fixed_parameter_ctmc	0.9999999999999991	1	[3]
Example_gene	split	C	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	split	D	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	split	D	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	split	D	fixed_parameter_ctmc	0.9999999999999991	1	[2]
Example_gene	split	D	fixed_parameter_ctmc	0.0	1	[3]
Example_gene	split	D	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	fusion	root	all_global_parsimony_optima		1	[2]
Example_gene	fusion	AB	all_global_parsimony_optima		1	[2]
Example_gene	fusion	A	all_global_parsimony_optima		1	[2]
Example_gene	fusion	B	all_global_parsimony_optima		1	[3]
Example_gene	fusion	CD	all_global_parsimony_optima		1	[2]
Example_gene	fusion	C	all_global_parsimony_optima		1	[2]
Example_gene	fusion	D	all_global_parsimony_optima		1	[2]
Example_gene	fusion	root	fixed_parameter_ctmc	9.596867138159683e-05	1	[0]
Example_gene	fusion	root	fixed_parameter_ctmc	0.0008568366398734636	1	[1]
Example_gene	fusion	root	fixed_parameter_ctmc	0.7044844582939465	1	[2]
Example_gene	fusion	root	fixed_parameter_ctmc	0.2937058997549254	1	[3]
Example_gene	fusion	root	fixed_parameter_ctmc	0.0008568366398734636	1	[4]
Example_gene	fusion	AB	fixed_parameter_ctmc	3.7711287174189193e-06	1	[0]
Example_gene	fusion	AB	fixed_parameter_ctmc	8.50515299642476e-05	1	[1]
Example_gene	fusion	AB	fixed_parameter_ctmc	0.6071375968131785	1	[2]
Example_gene	fusion	AB	fixed_parameter_ctmc	0.39268852899817663	1	[3]
Example_gene	fusion	AB	fixed_parameter_ctmc	8.50515299642476e-05	1	[4]
Example_gene	fusion	A	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	fusion	A	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	fusion	A	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	fusion	A	fixed_parameter_ctmc	0.0	1	[3]
Example_gene	fusion	A	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	fusion	B	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	fusion	B	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	fusion	B	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	fusion	B	fixed_parameter_ctmc	1.0000000000000009	1	[3]
Example_gene	fusion	B	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	fusion	CD	fixed_parameter_ctmc	6.809977167253312e-07	1	[0]
Example_gene	fusion	CD	fixed_parameter_ctmc	5.110862138248018e-05	1	[1]
Example_gene	fusion	CD	fixed_parameter_ctmc	0.9020772874089253	1	[2]
Example_gene	fusion	CD	fixed_parameter_ctmc	0.09781981435059355	1	[3]
Example_gene	fusion	CD	fixed_parameter_ctmc	5.110862138248018e-05	1	[4]
Example_gene	fusion	C	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	fusion	C	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	fusion	C	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	fusion	C	fixed_parameter_ctmc	0.0	1	[3]
Example_gene	fusion	C	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	fusion	D	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	fusion	D	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	fusion	D	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	fusion	D	fixed_parameter_ctmc	0.0	1	[3]
Example_gene	fusion	D	fixed_parameter_ctmc	0.0	1	[4]
Example_gene	boundary	root	all_global_parsimony_optima		1	[2]
Example_gene	boundary	AB	all_global_parsimony_optima		1	[2]
Example_gene	boundary	A	all_global_parsimony_optima		1	[2]
Example_gene	boundary	B	all_global_parsimony_optima		1	[2]
Example_gene	boundary	CD	all_global_parsimony_optima		1	[2]
Example_gene	boundary	C	all_global_parsimony_optima		1	[1]
Example_gene	boundary	D	all_global_parsimony_optima		1	[2]
Example_gene	boundary	root	fixed_parameter_ctmc	0.0011974562567583697	1	[0]
Example_gene	boundary	root	fixed_parameter_ctmc	0.020171228480021373	1	[1]
Example_gene	boundary	root	fixed_parameter_ctmc	0.97863131526322	1	[2]
Example_gene	boundary	AB	fixed_parameter_ctmc	3.9817962658070895e-05	1	[0]
Example_gene	boundary	AB	fixed_parameter_ctmc	0.00040769187321088946	1	[1]
Example_gene	boundary	AB	fixed_parameter_ctmc	0.9995524901641313	1	[2]
Example_gene	boundary	A	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	boundary	A	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	boundary	A	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	boundary	B	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	boundary	B	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	boundary	B	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	boundary	CD	fixed_parameter_ctmc	0.0007983138359564311	1	[0]
Example_gene	boundary	CD	fixed_parameter_ctmc	0.039528508868961754	1	[1]
Example_gene	boundary	CD	fixed_parameter_ctmc	0.9596731772950824	1	[2]
Example_gene	boundary	C	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	boundary	C	fixed_parameter_ctmc	1.0000000000000009	1	[1]
Example_gene	boundary	C	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	boundary	D	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	boundary	D	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	boundary	D	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	deletion	root	all_global_parsimony_optima		1	[3]
Example_gene	deletion	AB	all_global_parsimony_optima		1	[3]
Example_gene	deletion	A	all_global_parsimony_optima		1	[3]
Example_gene	deletion	B	all_global_parsimony_optima		1	[3]
Example_gene	deletion	CD	all_global_parsimony_optima		1	[3]
Example_gene	deletion	C	all_global_parsimony_optima		1	[3]
Example_gene	deletion	D	all_global_parsimony_optima		1	[2]
Example_gene	deletion	root	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	root	fixed_parameter_ctmc	0.0008147832880300771	1	[1]
Example_gene	deletion	root	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	deletion	root	fixed_parameter_ctmc	0.9991852167119697	1	[3]
Example_gene	deletion	AB	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	AB	fixed_parameter_ctmc	2.3964276228942914e-05	1	[1]
Example_gene	deletion	AB	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	deletion	AB	fixed_parameter_ctmc	0.9999760357237715	1	[3]
Example_gene	deletion	A	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	A	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	deletion	A	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	deletion	A	fixed_parameter_ctmc	1.0	1	[3]
Example_gene	deletion	B	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	B	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	deletion	B	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	deletion	B	fixed_parameter_ctmc	1.0	1	[3]
Example_gene	deletion	CD	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	CD	fixed_parameter_ctmc	0.0008067994545660456	1	[1]
Example_gene	deletion	CD	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	deletion	CD	fixed_parameter_ctmc	0.9991932005454347	1	[3]
Example_gene	deletion	C	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	C	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	deletion	C	fixed_parameter_ctmc	0.0	1	[2]
Example_gene	deletion	C	fixed_parameter_ctmc	1.0000000000000009	1	[3]
Example_gene	deletion	D	fixed_parameter_ctmc	0.0	1	[0]
Example_gene	deletion	D	fixed_parameter_ctmc	0.0	1	[1]
Example_gene	deletion	D	fixed_parameter_ctmc	1.0000000000000009	1	[2]
Example_gene	deletion	D	fixed_parameter_ctmc	0.0	1	[3]
Annotation_control	uncertainty	root	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	AB	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	A	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	B	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	CD	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	C	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	D	all_global_parsimony_optima		1	[3]
Annotation_control	uncertainty	root	fixed_parameter_ctmc	0.000429724371183725	1	[0]
Annotation_control	uncertainty	root	fixed_parameter_ctmc	0.0007922470006743458	1	[1]
Annotation_control	uncertainty	root	fixed_parameter_ctmc	0.21374660706681878	1	[2]
Annotation_control	uncertainty	root	fixed_parameter_ctmc	0.7842391745606487	1	[3]
Annotation_control	uncertainty	root	fixed_parameter_ctmc	0.0007922470006743458	1	[4]
Annotation_control	uncertainty	AB	fixed_parameter_ctmc	2.4444308982628063e-05	1	[0]
Annotation_control	uncertainty	AB	fixed_parameter_ctmc	4.911089219098623e-05	1	[1]
Annotation_control	uncertainty	AB	fixed_parameter_ctmc	0.08480247439596561	1	[2]
Annotation_control	uncertainty	AB	fixed_parameter_ctmc	0.9150748595106697	1	[3]
Annotation_control	uncertainty	AB	fixed_parameter_ctmc	4.911089219098623e-05	1	[4]
Annotation_control	uncertainty	A	fixed_parameter_ctmc	0.0	1	[0]
Annotation_control	uncertainty	A	fixed_parameter_ctmc	0.0	1	[1]
Annotation_control	uncertainty	A	fixed_parameter_ctmc	0.0	1	[2]
Annotation_control	uncertainty	A	fixed_parameter_ctmc	1.0000000000000004	1	[3]
Annotation_control	uncertainty	A	fixed_parameter_ctmc	0.0	1	[4]
Annotation_control	uncertainty	B	fixed_parameter_ctmc	0.0	1	[0]
Annotation_control	uncertainty	B	fixed_parameter_ctmc	0.0	1	[1]
Annotation_control	uncertainty	B	fixed_parameter_ctmc	0.0	1	[2]
Annotation_control	uncertainty	B	fixed_parameter_ctmc	1.0000000000000004	1	[3]
Annotation_control	uncertainty	B	fixed_parameter_ctmc	0.0	1	[4]
Annotation_control	uncertainty	CD	fixed_parameter_ctmc	2.013429374148991e-05	1	[0]
Annotation_control	uncertainty	CD	fixed_parameter_ctmc	6.058766602496702e-05	1	[1]
Annotation_control	uncertainty	CD	fixed_parameter_ctmc	0.19132617572761756	1	[2]
Annotation_control	uncertainty	CD	fixed_parameter_ctmc	0.8085325146465905	1	[3]
Annotation_control	uncertainty	CD	fixed_parameter_ctmc	6.058766602496702e-05	1	[4]
Annotation_control	uncertainty	C	fixed_parameter_ctmc	0.0	1	[0]
Annotation_control	uncertainty	C	fixed_parameter_ctmc	0.0	1	[1]
Annotation_control	uncertainty	C	fixed_parameter_ctmc	0.0	1	[2]
Annotation_control	uncertainty	C	fixed_parameter_ctmc	1.0	1	[3]
Annotation_control	uncertainty	C	fixed_parameter_ctmc	0.0	1	[4]
Annotation_control	uncertainty	D	fixed_parameter_ctmc	0.0	1	[0]
